Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,ProductClass,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,ColorwaySKU7,Size0,Size1,Size2,Size3,Size4,Size5,Size6,Size7,QOH0,QOH1,QOH2,QOH3,QOH4,QOH5,QOH6,QOH7,Status0,Status1,Status2,Status3,Status4,Status5,Status6,Status7,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,LineListOrder,LineList,2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
0+89036-00001,0+89036-00001,Bike,FA23,Helmet Accessories,STATUS Visor Screw Kit Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Screws,,Helmet Accessories,Black,TRUE,TRUE,89036-00001,89036-00001,,,,,,,,OS,,,,,,,,0,,,,,,,,1674,,,,,,,,10.00,12.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/f3153a7b-e206-404c-962d-a506e2353537,https://cdn.amplifi.pattern.com/f3153a7b-e206-404c-962d-a506e2353537_thumb.png,https://cdn.amplifi.pattern.com/f3153a7b-e206-404c-962d-a506e2353537,https://cdn.amplifi.pattern.com/5060cdda-100a-4ed4-8f00-cb85332e3590,,,,,,,,,
0+89036-00002,0+89036-00002,Bike,FA23,Helmet Accessories,STATUS Visor Screw Kit Silver - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Screws,,Helmet Accessories,Silver,TRUE,TRUE,89036-00002,89036-00002,,,,,,,,OS,,,,,,,,0,,,,,,,,1971,,,,,,,,10.00,12.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/cd49104d-ae99-4594-9084-dd286417b5f6,https://cdn.amplifi.pattern.com/cd49104d-ae99-4594-9084-dd286417b5f6_thumb.png,https://cdn.amplifi.pattern.com/cd49104d-ae99-4594-9084-dd286417b5f6,https://cdn.amplifi.pattern.com/5ede41bc-40b0-42b1-919b-751dab056c6c,,,,,,,,,
0+89039-00001,0+89039-00001,Bike,FA23,Helmet Accessories,STATUS YOUTH Replacement Visor Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Visors,,Helmet Accessories,Black,TRUE,TRUE,89039-00001,89039-00001,,,,,,,,OS,,,,,,,,0,,,,,,,,39,,,,,,,,30.00,35.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/88d37a5f-0d72-4ea2-84d7-2a2754a0ad2e,https://cdn.amplifi.pattern.com/88d37a5f-0d72-4ea2-84d7-2a2754a0ad2e_thumb.png,https://cdn.amplifi.pattern.com/88d37a5f-0d72-4ea2-84d7-2a2754a0ad2e,,,,,,,,,,
0+89039-00002,0+89039-00002,Bike,FA23,Helmet Accessories,STATUS YOUTH Replacement Visor Caltec/Grey - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,SP22",Helmet Parts,Visors,,Helmet Accessories,Caltec/Grey,TRUE,FALSE,89039-00002,89039-00002,,,,,,,,OS,,,,,,,,0,,,,,,,,64,,,,,,,,30.00,30.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/9da584ed-2450-4988-b1ed-f79c840b3c48,https://cdn.amplifi.pattern.com/9da584ed-2450-4988-b1ed-f79c840b3c48_thumb.png,https://cdn.amplifi.pattern.com/9da584ed-2450-4988-b1ed-f79c840b3c48,,,,,,,,,,
0+89039-00003,0+89039-00003,Bike,FA23,Helmet Accessories,STATUS YOUTH Replacement Visor Drop/Steel Blue,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,SP22",Helmet Parts,Visors,,Helmet Accessories,Drop/Steel Blue,TRUE,FALSE,89039-00003,89039-00003,,,,,,,,OS,,,,,,,,0,,,,,,,,71,,,,,,,,30.00,30.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/55971490-b958-4564-aae2-186af821722e,https://cdn.amplifi.pattern.com/55971490-b958-4564-aae2-186af821722e_thumb.png,https://cdn.amplifi.pattern.com/55971490-b958-4564-aae2-186af821722e,,,,,,,,,,
0+89039-00004,0+89039-00004,Bike,FA23,Helmet Accessories,STATUS YOUTH Replacement Visor Topenga Orange/Black,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,SP22",Helmet Parts,Visors,,Helmet Accessories,Topenga Orange/Black,TRUE,FALSE,89039-00004,89039-00004,,,,,,,,OS,,,,,,,,0,,,,,,,,72,,,,,,,,30.00,30.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/3f20798d-69ae-499c-b6d7-e2670d4e851d,https://cdn.amplifi.pattern.com/3f20798d-69ae-499c-b6d7-e2670d4e851d_thumb.png,https://cdn.amplifi.pattern.com/3f20798d-69ae-499c-b6d7-e2670d4e851d,,,,,,,,,,
0+89039-00005,0+89039-00005,Bike,FA23,Helmet Accessories,STATUS YOUTH Replacement Visor Topenga Red/White,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,SP22",Helmet Parts,Visors,,Helmet Accessories,Topenga Red/White,TRUE,FALSE,89039-00005,89039-00005,,,,,,,,OS,,,,,,,,0,,,,,,,,72,,,,,,,,30.00,30.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/8b7e1063-49de-4cec-8824-b9b4979360fd,https://cdn.amplifi.pattern.com/8b7e1063-49de-4cec-8824-b9b4979360fd_thumb.png,https://cdn.amplifi.pattern.com/8b7e1063-49de-4cec-8824-b9b4979360fd,,,,,,,,,,
0+89040-00001,0+89040-00001,Bike,FA23,Helmet Accessories,STATUS YOUTH Crown Liner Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Liners,,Helmet Accessories,Black,TRUE,TRUE,89040-00001,89040-00001,,,,,,,,OS,,,,,,,,70,,,,,,,,82,,,,,,,,22.00,27.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/15bd2bab-05f8-422e-8090-69d31fc17b53,https://cdn.amplifi.pattern.com/15bd2bab-05f8-422e-8090-69d31fc17b53_thumb.png,https://cdn.amplifi.pattern.com/15bd2bab-05f8-422e-8090-69d31fc17b53,,,,,,,,,,
0+89040-00002,0+89040-00002,Bike,FA23,Helmet Accessories,STATUS YOUTH Crown Liner Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Liners,,Helmet Accessories,Black,TRUE,TRUE,89040-00002,89040-00002,,,,,,,,OS,,,,,,,,62,,,,,,,,74,,,,,,,,22.00,27.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,,,,,,,,,,,,,
0+89040-00003,0+89040-00003,Bike,FA23,Helmet Accessories,STATUS YOUTH Crown Liner Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Liners,,Helmet Accessories,Black,TRUE,TRUE,89040-00003,89040-00003,,,,,,,,OS,,,,,,,,69,,,,,,,,81,,,,,,,,22.00,27.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/c1db3434-2e08-4e94-9176-318691729587,https://cdn.amplifi.pattern.com/c1db3434-2e08-4e94-9176-318691729587_thumb.png,https://cdn.amplifi.pattern.com/c1db3434-2e08-4e94-9176-318691729587,,,,,,,,,,
0+89041-00001,0+89041-00001,Bike,FA23,Helmet Accessories,STATUS YOUTH Cheek Pad Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Liners,,Helmet Accessories,Black,TRUE,TRUE,89041-00001,89041-00001,,,,,,,,OS,,,,,,,,11,,,,,,,,123,,,,,,,,22.00,27.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/a612ca24-bf7a-4f38-be81-847b0975e9a7,https://cdn.amplifi.pattern.com/a612ca24-bf7a-4f38-be81-847b0975e9a7_thumb.png,https://cdn.amplifi.pattern.com/a612ca24-bf7a-4f38-be81-847b0975e9a7,https://cdn.amplifi.pattern.com/7c937ed9-fbe2-4f4d-ad8a-7c644a65192c,,,,,,,,,
0+89041-00002,0+89041-00002,Bike,FA23,Helmet Accessories,STATUS YOUTH Cheek Pad Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Liners,,Helmet Accessories,Black,TRUE,TRUE,89041-00002,89041-00002,,,,,,,,OS,,,,,,,,12,,,,,,,,64,,,,,,,,22.00,27.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/d4706260-d3fa-4c69-93d4-1a12cc11b873,https://cdn.amplifi.pattern.com/d4706260-d3fa-4c69-93d4-1a12cc11b873_thumb.png,https://cdn.amplifi.pattern.com/d4706260-d3fa-4c69-93d4-1a12cc11b873,,,,,,,,,,
0+89041-00003,0+89041-00003,Bike,FA23,Helmet Accessories,STATUS YOUTH Cheek Pad Black - OS,Helmet Parts and Accessories,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet Parts,Liners,,Helmet Accessories,Black,TRUE,TRUE,89041-00003,89041-00003,,,,,,,,OS,,,,,,,,13,,,,,,,,65,,,,,,,,22.00,27.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/b3877470-49d3-4bee-acd7-e07c338fe850,https://cdn.amplifi.pattern.com/b3877470-49d3-4bee-acd7-e07c338fe850_thumb.png,https://cdn.amplifi.pattern.com/b3877470-49d3-4bee-acd7-e07c338fe850,,,,,,,,,,
0+80001-00001,0+80001-00001,Bike,FA23,Aircraft,AIRCRAFT COMPOSITE Helmet Silo - XS,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Aircraft,Silo,TRUE,TRUE,80001-00001,80001-00001,80001-00002,80001-00003,80001-00004,80001-00005,,,,XS,S,M,L,XL,,,,4,0,0,0,0,,,,51,194,130,169,137,,,,285.00,285.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/54cac5e3-3103-42e6-bea5-5500fa7bc1a8,https://cdn.amplifi.pattern.com/54cac5e3-3103-42e6-bea5-5500fa7bc1a8_thumb.png,https://cdn.amplifi.pattern.com/3b2c659e-5d74-46a8-a303-5be46a6f6e46,https://cdn.amplifi.pattern.com/0edd812b-6205-4c16-b4f2-25a2ee1bbaf7,https://cdn.amplifi.pattern.com/54cac5e3-3103-42e6-bea5-5500fa7bc1a8,https://cdn.amplifi.pattern.com/6b00b98b-aaab-4df8-bcd5-5c7f11f1548b,https://cdn.amplifi.pattern.com/66a1ae50-6044-4bd0-8cc2-78a65c343ddf,,,,,,
0+80001-00006,0+80001-00006,Bike,FA23,Aircraft,AIRCRAFT COMPOSITE Helmet LTD Neon Yellow - XS,Helmets,Hard Goods,SP22,"FA22,SP22",Helmet System,Full Face,,Aircraft,Ltd Neon Yellow,TRUE,FALSE,80001-00006,80001-00006,80001-00007,80001-00008,80001-00009,80001-00010,,,,XS,S,M,L,XL,,,,0,1,5,13,0,,,,18,22,79,71,17,,,,285.00,285.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/6e0eafeb-da4d-4f49-9e79-ff4890f3071e,https://cdn.amplifi.pattern.com/6e0eafeb-da4d-4f49-9e79-ff4890f3071e_thumb.png,https://cdn.amplifi.pattern.com/6e0eafeb-da4d-4f49-9e79-ff4890f3071e,https://cdn.amplifi.pattern.com/abaa5877-9fbb-4d04-8fbd-20d3fff668da,https://cdn.amplifi.pattern.com/cc3139dd-0726-46de-8a61-03cce09d8cb6,https://cdn.amplifi.pattern.com/bfe4c640-beb0-4139-b377-d0b2b7f0df10,https://cdn.amplifi.pattern.com/79faeab3-0436-4673-be17-35c43790140a,https://cdn.amplifi.pattern.com/d2546ea4-c43b-4393-a93e-ae476c785fd9,https://cdn.amplifi.pattern.com/43ba1b6d-42a2-4d7d-85aa-cfc54db54d27,https://cdn.amplifi.pattern.com/58ce7594-7195-41ee-87f2-73f8888a13a7,,,
0+80001-00011,0+80001-00011,Bike,FA23,Aircraft,AIRCRAFT COMPOSITE Helmet Trigger - XS,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Aircraft,Trigger,TRUE,FALSE,80001-00011,80001-00011,80001-00012,80001-00013,80001-00014,80001-00015,,,,XS,S,M,L,XL,,,,0,0,4,14,0,,,,41,55,49,40,38,,,,285.00,285.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/9b467df5-5aa8-4902-9e0e-9b665d320ba9,https://cdn.amplifi.pattern.com/9b467df5-5aa8-4902-9e0e-9b665d320ba9_thumb.png,https://cdn.amplifi.pattern.com/9b467df5-5aa8-4902-9e0e-9b665d320ba9,https://cdn.amplifi.pattern.com/2b29d0c2-2c88-4fa6-a036-0db52c878b9f,https://cdn.amplifi.pattern.com/184dc43f-536c-41b3-8676-5dbb79679a89,https://cdn.amplifi.pattern.com/c93b340b-54c0-423b-a266-e586b93d988a,https://cdn.amplifi.pattern.com/ec44f5a2-0dc1-462d-9f7d-ba6eb19f4ab1,https://cdn.amplifi.pattern.com/ec5946b3-a5d1-4b43-b26f-92cec4b3a7be,https://cdn.amplifi.pattern.com/ef08d97e-f600-4575-b79c-d1e5398d6524,https://cdn.amplifi.pattern.com/7825894e-5264-4320-82dd-e633b7050f38,https://cdn.amplifi.pattern.com/19aacd82-a997-4874-998b-4279ed99d812,https://cdn.amplifi.pattern.com/283a56f4-8ed5-4222-b430-107bcab0fa0f,
0+80002-00001,0+80002-00001,Bike,FA23,Aircraft 2,AIRCRAFT 2 Helmet Black - S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Aircraft 2,Black,TRUE,TRUE,80002-00001,80002-00001,80002-00002,80002-00003,80002-00004,,,,,S,M,L,XL,,,,,6,20,29,6,,,,,182,109,195,124,,,,,400.00,400.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/5d504cb7-2211-4800-9b3d-a943e1a3aa1f,https://cdn.amplifi.pattern.com/5d504cb7-2211-4800-9b3d-a943e1a3aa1f_thumb.png,https://cdn.amplifi.pattern.com/5d504cb7-2211-4800-9b3d-a943e1a3aa1f,https://cdn.amplifi.pattern.com/17cede61-904f-4ed5-b072-6870e31a5296,https://cdn.amplifi.pattern.com/241adaf6-25de-4abc-85b7-33fc717e35cb,,,,,,,,
0+80002-00005,0+80002-00005,Bike,FA23,Aircraft 2,AIRCRAFT 2 Helmet Black/White - S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Aircraft 2,Black/White,TRUE,TRUE,80002-00005,80002-00005,80002-00006,80002-00007,80002-00008,,,,,S,M,L,XL,,,,,72,88,19,18,,,,,124,112,215,180,,,,,400.00,400.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/8733244e-7b2c-4fcc-aebf-aff319f30f05,https://cdn.amplifi.pattern.com/8733244e-7b2c-4fcc-aebf-aff319f30f05_thumb.png,https://cdn.amplifi.pattern.com/8733244e-7b2c-4fcc-aebf-aff319f30f05,https://cdn.amplifi.pattern.com/d0132db9-c73d-48b2-bd83-e52f1214737e,,,,,,,,,
0+80002-00009,0+80002-00009,Bike,FA23,Aircraft 2,AIRCRAFT 2 Helmet Carbon Gold/Forest - S,Helmets,Hard Goods,SP22,"FA22,SP22",Helmet System,Full Face,,Aircraft 2,Carbon Gold/Forest,TRUE,FALSE,80002-00009,80002-00009,80002-00010,80002-00011,80002-00012,,,,,S,M,L,XL,,,,,6,12,12,6,,,,,36,52,89,42,,,,,400.00,400.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/c4e426d9-d14b-4a09-a69e-8a67b81a5c05,https://cdn.amplifi.pattern.com/c4e426d9-d14b-4a09-a69e-8a67b81a5c05_thumb.png,https://cdn.amplifi.pattern.com/a2e1fd26-3e5d-4b16-a855-61f4c0d6536d,https://cdn.amplifi.pattern.com/c4e426d9-d14b-4a09-a69e-8a67b81a5c05,https://cdn.amplifi.pattern.com/78ed3876-9493-4f54-b6ae-df2d784f2935,https://cdn.amplifi.pattern.com/77166821-d66d-49ca-b139-73ddaf03cb9c,https://cdn.amplifi.pattern.com/c5ce6987-9262-48c8-acf3-a35673b67d6c,https://cdn.amplifi.pattern.com/61f05694-a3b3-4abc-badd-d7cda1f9b745,https://cdn.amplifi.pattern.com/7cd6f808-3b3c-4a38-ace9-0b7bf5e7644d,https://cdn.amplifi.pattern.com/1f850e78-d780-4cc1-ab11-dd522ccdf01d,https://cdn.amplifi.pattern.com/25dafe4d-1cb8-4890-80d9-c8d0ffa97665,,
0+80003-00001,0+80003-00001,Bike,FA23,Trajecta,TRAJECTA Helmet w/Fidlock Black - S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Trajecta,Black,TRUE,TRUE,80003-00001,80003-00001,80003-00002,80003-00003,80003-00004,,,,,S,M,L,XL,,,,,34,202,171,52,,,,,109,369,55,545,,,,,250.00,270.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/2a94e23b-d1d7-400b-9e50-d07b01164a5d,https://cdn.amplifi.pattern.com/2a94e23b-d1d7-400b-9e50-d07b01164a5d_thumb.png,https://cdn.amplifi.pattern.com/2a94e23b-d1d7-400b-9e50-d07b01164a5d,https://cdn.amplifi.pattern.com/7347d556-d238-425e-bdb3-f072a365a968,,,,,,,,,
0+80003-00005,0+80003-00005,Bike,FA23,Trajecta,TRAJECTA Helmet w/Fidlock Black/White - S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Trajecta,Black/White,TRUE,TRUE,80003-00005,80003-00005,80003-00006,80003-00007,80003-00008,,,,,S,M,L,XL,,,,,6,18,22,24,,,,,110,466,424,224,,,,,250.00,270.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/570b77bb-44d8-47ec-9d2d-3465a26528c0,https://cdn.amplifi.pattern.com/570b77bb-44d8-47ec-9d2d-3465a26528c0_thumb.png,https://cdn.amplifi.pattern.com/46a20724-a060-42ee-a82f-c61d8a3383b2,https://cdn.amplifi.pattern.com/d12e3fd1-be3c-44b8-9508-caeb180138ec,https://cdn.amplifi.pattern.com/ff955d75-ddfd-47fa-b58a-39983c3e40a9,https://cdn.amplifi.pattern.com/570b77bb-44d8-47ec-9d2d-3465a26528c0,,,,,,,
0+80003-00009,0+80003-00009,Bike,FA23,Trajecta,TRAJECTA Helmet w/Fidlock Cargo Fluo Red - S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Trajecta,Cargo Fluo Red,TRUE,FALSE,80003-00009,80003-00009,80003-00010,80003-00011,80003-00012,,,,,S,M,L,XL,,,,,12,54,66,96,,,,,114,161,197,71,,,,,250.00,270.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/c3789766-adc2-4b7b-b32b-db097e9dac73,https://cdn.amplifi.pattern.com/c3789766-adc2-4b7b-b32b-db097e9dac73_thumb.png,https://cdn.amplifi.pattern.com/9411f966-ca7b-4465-a133-76a6da8eab6d,https://cdn.amplifi.pattern.com/2e02da63-f6fc-450a-8f38-e962561ee6e5,https://cdn.amplifi.pattern.com/0e75f6b6-f213-4cdc-a639-ab29930f3e71,https://cdn.amplifi.pattern.com/fe9fdf9a-a171-461e-9bc0-6b5ad6c106db,https://cdn.amplifi.pattern.com/c3789766-adc2-4b7b-b32b-db097e9dac73,https://cdn.amplifi.pattern.com/e3beb396-cb09-4afd-83d0-81461c369650,https://cdn.amplifi.pattern.com/ef822549-7c33-4e8d-b968-0893f5a8c833,https://cdn.amplifi.pattern.com/75ef3569-46bc-4065-bba3-b065979f9c53,https://cdn.amplifi.pattern.com/23165eec-2b33-40c5-b11f-c4536bf4e767,,
0+80003-00013,0+80003-00013,Bike,FA23,Trajecta,TRAJECTA Helmet w/Fidlock Ranelagh Silver - S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Full Face,,Trajecta,Ranelagh Silver,TRUE,FALSE,80003-00013,80003-00013,80003-00014,80003-00015,80003-00016,,,,,S,M,L,XL,,,,,84,260,254,168,,,,,108,99,88,84,,,,,250.00,270.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/a238829a-4da9-41db-8fcf-67da2c902abf,https://cdn.amplifi.pattern.com/a238829a-4da9-41db-8fcf-67da2c902abf_thumb.png,https://cdn.amplifi.pattern.com/87619f7c-2b5f-4ca3-903f-f8c6414ce1cf,https://cdn.amplifi.pattern.com/a238829a-4da9-41db-8fcf-67da2c902abf,https://cdn.amplifi.pattern.com/d2300527-4061-4461-995e-677f9404485b,https://cdn.amplifi.pattern.com/0404aa95-5507-46b6-af32-35648a578ab7,https://cdn.amplifi.pattern.com/e3c79afa-dabf-4c22-b892-cb708496e16b,https://cdn.amplifi.pattern.com/f0f0ffe7-2819-4ec3-82e3-899c37fa8b81,https://cdn.amplifi.pattern.com/f29c0690-547c-4bc0-9c82-e3313a187066,https://cdn.amplifi.pattern.com/1b54b650-cc66-4f43-a52d-6670a482ff6a,,,
0+80005-409-10,0+80005-409-10,Bike,FA23,Aircraft 2,AIRCRAFT 2 Helmet Red/White - S,Helmets,Hard Goods,SP21,"FA21,FA22,SP21,SP22,SP23",Helmet System,Full Face,,Aircraft 2,Red/White,TRUE,FALSE,80005-409-10,80005-409-10,80005-409-11,80005-409-12,80005-409-13,,,,,S,M,L,XL,,,,,12,18,18,12,,,,,95,285,264,19,,,,,400.00,400.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,,,,,,,,,,,,,
0+80006-00001,0+80006-00001,Bike,FA23,Altis,ALTIS Helmet CPSC/CE Black - XS/S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Open Face,,Altis,Black,TRUE,TRUE,80006-00001,80006-00001,80006-00002,80006-00003,,,,,,XS/S,S/M,L/XL,,,,,,0,0,0,,,,,,3718,4253,2464,,,,,,125.00,140.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/2815b101-9255-4182-8495-efa28d12abfb,https://cdn.amplifi.pattern.com/2815b101-9255-4182-8495-efa28d12abfb_thumb.png,https://cdn.amplifi.pattern.com/2815b101-9255-4182-8495-efa28d12abfb,https://cdn.amplifi.pattern.com/dab979e0-f056-4992-8f14-9a7258ade320,https://cdn.amplifi.pattern.com/49b0287d-11e2-48a7-9ee6-299d4b5699e3,,,,,,,,
0+80006-00004,0+80006-00004,Bike,FA23,Altis,ALTIS Helmet CPSC/CE Camo - XS/S,Helmets,Hard Goods,SP22,"FA22,FA23,SP22,SP23",Helmet System,Open Face,,Altis,Camo,TRUE,FALSE,80006-00004,80006-00004,80006-00005,80006-00006,,,,,,XS/S,S/M,L/XL,,,,,,0,138,72,,,,,,985,556,879,,,,,,125.00,140.00,CN,,,,0,[All],2W Distributor Bike,,2W Distributor,H2,International - Bike,,International - AS,International,International - New,,Moto Dealers,Motonet,,Retail,TREK,https://cdn.amplifi.pattern.com/c98756aa-5534-44cc-8b93-def167de8287,https://cdn.amplifi.pattern.com/c98756aa-5534-44cc-8b93-def167de8287_thumb.png,https://cdn.amplifi.pattern.com/c98756aa-5534-44cc-8b93-def167de8287,https://cdn.amplifi.pattern.com/ccda9eb0-550e-422c-abca-b894a853fea6,https://cdn.amplifi.pattern.com/53fde085-16a0-4d66-9534-73549afa990d,,,,,,,,
