Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
Z-40014-00010,Z-40014-00010,Bike,#N/A,AIRMATIC,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Charcoal/Racer Red,#N/A,FALSE,40014-00010,40014-00010,40014-00011,40014-00012,40014-00013,40014-00014,,,,,,,,,,49,49,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=562b26b2-f23a-40b5-a6d4-6a7b7727841d,https://fs.amplifi.io//file?id=562b26b2-f23a-40b5-a6d4-6a7b7727841d&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c9f65634-7687-4a8f-929d-73c15a91e3fa,https://fs.amplifi.io//file?id=ef2fd8dd-9cdd-4ec8-b639-938815b7ca1c,https://fs.amplifi.io//file?id=79f4de52-6efa-4cec-ba2f-0adb4f77957d,https://fs.amplifi.io//file?id=562b26b2-f23a-40b5-a6d4-6a7b7727841d,,,,,,,
Z-40014-00015,Z-40014-00015,Bike,#N/A,AIRMATIC,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Grey/Midnight,#N/A,FALSE,40014-00015,40014-00015,40014-00016,40014-00017,40014-00018,40014-00019,,,,,,,,,,49,49,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=6a691a9d-6243-401f-b74d-da7eb344dafa,https://fs.amplifi.io//file?id=6a691a9d-6243-401f-b74d-da7eb344dafa&variant=thumb&extension=png,https://fs.amplifi.io//file?id=7544b8e2-6f1c-4393-a889-048d284e733b,https://fs.amplifi.io//file?id=74ed4797-d336-4dac-adbf-bef9639c4957,https://fs.amplifi.io//file?id=6a691a9d-6243-401f-b74d-da7eb344dafa,https://fs.amplifi.io//file?id=ac1ea384-571a-4ec9-af45-a952088de88d,,,,,,,
Z-40015-00004,Z-40015-00004,Bike,#N/A,AIRMATIC,Women's Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Womens,Black/Lavender,#N/A,FALSE,40015-00004,40015-00004,40015-00005,40015-00006,40015-00007,,,,,,,,,,,49,49,TW,100% Polyester,The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Unique neckline for added style and comfort
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=784f9419-eff4-4e3c-a12f-97303d9107e6,https://fs.amplifi.io//file?id=784f9419-eff4-4e3c-a12f-97303d9107e6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8691a743-f6f2-4b85-9c66-2563e9fd4808,https://fs.amplifi.io//file?id=b168236a-3c9f-4cd5-b81c-0da9acc8b576,https://fs.amplifi.io//file?id=784f9419-eff4-4e3c-a12f-97303d9107e6,https://fs.amplifi.io//file?id=1ca5b727-3029-4015-89ef-1cbbd28e57c9,,,,,,,
Z-40015-00008,Z-40015-00008,Bike,#N/A,AIRMATIC,Women's Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Womens,Slate Blue,#N/A,FALSE,40015-00008,40015-00008,40015-00009,40015-00010,40015-00011,,,,,,,,,,,49,49,TW,100% Polyester,The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Unique neckline for added style and comfort
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=6e123dfb-f5d1-4910-9497-9612fb14506d,https://fs.amplifi.io//file?id=6e123dfb-f5d1-4910-9497-9612fb14506d&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8461f706-db28-49e5-8395-9b07ecbfa4e3,https://fs.amplifi.io//file?id=6e123dfb-f5d1-4910-9497-9612fb14506d,https://fs.amplifi.io//file?id=6b65ba27-dd51-480b-8af4-f73d12e1a83c,https://fs.amplifi.io//file?id=dab6dc2e-cc25-4b6a-87b4-c4ea9978c877,,,,,,,
Z-40018-00000,Z-40018-00000,Bike,#N/A,AIRMATIC,44624 Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Black,#N/A,TRUE,40018-00000,40018-00000,40018-00001,40018-00002,40018-00003,40018-00004,,,,,,,,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=1fdd4273-98f3-40a7-844a-c87779445888,https://fs.amplifi.io//file?id=1fdd4273-98f3-40a7-844a-c87779445888&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8e3f1ba7-bad1-4f3f-8671-1c14afdd1188,https://fs.amplifi.io//file?id=1fdd4273-98f3-40a7-844a-c87779445888,,,,,,,,,
Z-40018-00005,Z-40018-00005,Bike,#N/A,AIRMATIC,44624 Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Black/Red,#N/A,TRUE,40018-00005,40018-00005,40018-00006,40018-00007,40018-00008,40018-00009,,,,,,,,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=f2819f29-4092-43f5-a958-fad325ddaabe,https://fs.amplifi.io//file?id=f2819f29-4092-43f5-a958-fad325ddaabe&variant=thumb&extension=png,https://fs.amplifi.io//file?id=f2819f29-4092-43f5-a958-fad325ddaabe,https://fs.amplifi.io//file?id=c3585349-2d54-406e-b93e-a02999c2e803,https://fs.amplifi.io//file?id=e14ef2be-8557-4c8d-b7cf-2c7959a62747,,,,,,,,
Z-40019-00005,Z-40019-00005,Bike,#N/A,AIRMATIC LE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Black Camo,#N/A,FALSE,40019-00005,40019-00005,40019-00006,40019-00007,40019-00008,40019-00009,,,,,,,,,,64,64,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=856d5148-d158-4709-8ade-91daa4edb75a,https://fs.amplifi.io//file?id=856d5148-d158-4709-8ade-91daa4edb75a&variant=thumb&extension=png,https://fs.amplifi.io//file?id=426d34d2-06a8-41f8-be73-101c6300d38c,https://fs.amplifi.io//file?id=5b3095bd-5803-4682-8a9d-5efbe64f8ae8,https://fs.amplifi.io//file?id=856d5148-d158-4709-8ade-91daa4edb75a,https://fs.amplifi.io//file?id=1033c36c-3e92-4ed1-a92c-ec53d080c15b,,,,,,,
Z-40019-00010,Z-40019-00010,Bike,#N/A,AIRMATIC,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Dijon,#N/A,FALSE,40019-00010,40019-00010,40019-00011,40019-00012,40019-00013,40019-00014,,,,,,,,,,59,59,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=f125675a-5105-41b6-8505-7b2350d15428,https://fs.amplifi.io//file?id=f125675a-5105-41b6-8505-7b2350d15428&variant=thumb&extension=png,https://fs.amplifi.io//file?id=cb3c82c9-cf01-4fb5-bca0-455b7499acdd,https://fs.amplifi.io//file?id=f125675a-5105-41b6-8505-7b2350d15428,https://fs.amplifi.io//file?id=5ba3b0af-9d95-4c44-b340-feb3ade4a40d,https://fs.amplifi.io//file?id=482d5997-d651-4a22-9acc-18dc36bc3a71,,,,,,,
Z-40019-00015,Z-40019-00015,Bike,#N/A,AIRMATIC,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Slate Blue,#N/A,FALSE,40019-00015,40019-00015,40019-00016,40019-00017,40019-00018,40019-00019,,,,,,,,,,59,59,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=5f21f5cb-4290-4cda-a957-26aa6fbcecd8,https://fs.amplifi.io//file?id=5f21f5cb-4290-4cda-a957-26aa6fbcecd8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=5f21f5cb-4290-4cda-a957-26aa6fbcecd8,https://fs.amplifi.io//file?id=4d656b29-90f7-4181-96c4-d0e09fcb3b21,https://fs.amplifi.io//file?id=6087a6aa-1fec-4320-9e81-79dca067d87b,https://fs.amplifi.io//file?id=24c67eac-70bd-4177-bd8a-44160dbbe481,,,,,,,
Z-40021-00007,Z-40021-00007,Bike,#N/A,AIRMATIC LE,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,,Black Camo,#N/A,FALSE,40021-00007,40021-00007,40021-00008,40021-00009,40021-00010,40021-00011,40021-00012,40021-00013,,,,,,,,109,109,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=b534f0c2-d681-4e70-8137-41a6a6e19c93,https://fs.amplifi.io//file?id=b534f0c2-d681-4e70-8137-41a6a6e19c93&variant=thumb&extension=png,https://fs.amplifi.io//file?id=fb1f395c-06fb-4bf6-b5ba-d3c15759cd7e,https://fs.amplifi.io//file?id=43eb7446-2f89-4402-9dcc-306bc9f3d6e4,https://fs.amplifi.io//file?id=b534f0c2-d681-4e70-8137-41a6a6e19c93,https://fs.amplifi.io//file?id=2411f176-d1f0-444e-a543-25e8976cb793,,,,,,,
Z-40023-00004,Z-40023-00004,Bike,#N/A,AIRMATIC,Women's Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Womens,Lavender,#N/A,FALSE,40023-00004,40023-00004,40023-00005,40023-00006,40023-00007,,,,,,,,,,,99,99,CN,"96% Polyester
4% Elastane",The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=870d6446-ab3b-463a-8627-62f518dcbfea,https://fs.amplifi.io//file?id=870d6446-ab3b-463a-8627-62f518dcbfea&variant=thumb&extension=png,https://fs.amplifi.io//file?id=d3039237-912c-4d80-91ba-e00164865795,https://fs.amplifi.io//file?id=870d6446-ab3b-463a-8627-62f518dcbfea,https://fs.amplifi.io//file?id=7c9dda04-f809-451e-a321-f8ab8e4785d6,https://fs.amplifi.io//file?id=4d16e078-0559-42ae-a2cd-b00188a5d993,,,,,,,
Z-40023-00008,Z-40023-00008,Bike,#N/A,AIRMATIC,Women's Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Womens,Slate Blue,#N/A,FALSE,40023-00008,40023-00008,40023-00009,40023-00010,40023-00011,,,,,,,,,,,99,99,CN,"96% Polyester
4% Elastane",The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=cfe17870-7736-41bb-a21f-316df07231f1,https://fs.amplifi.io//file?id=cfe17870-7736-41bb-a21f-316df07231f1&variant=thumb&extension=png,https://fs.amplifi.io//file?id=cfe17870-7736-41bb-a21f-316df07231f1,https://fs.amplifi.io//file?id=58cf8ade-c363-4d15-aa4d-29561a8ee956,https://fs.amplifi.io//file?id=d003ea33-6bce-4064-92a2-c84d43f4272b,https://fs.amplifi.io//file?id=b38fb480-3c25-408f-8732-c5cfcd96e164,,,,,,,
Z-40025-00007,Z-40025-00007,Bike,#N/A,AIRMATIC LE,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,,Black Camo,#N/A,FALSE,40025-00007,40025-00007,40025-00008,40025-00009,40025-00010,40025-00011,40025-00012,40025-00013,,,,,,,,129,129,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch mesh gusset fly with adjustable metal hook closure for the perfect fit
• Tapered leg reduces drag and articulated knee improves mobility
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=4dafb125-9f3c-4714-8e23-5cc2c05310b0,https://fs.amplifi.io//file?id=4dafb125-9f3c-4714-8e23-5cc2c05310b0&variant=thumb&extension=png,https://fs.amplifi.io//file?id=28b3ea77-3818-4ecc-96e0-9d53e7b22180,https://fs.amplifi.io//file?id=de3f1e39-5b9c-4235-bd3b-b847e1b65432,https://fs.amplifi.io//file?id=b22730e2-bd30-4cff-acc9-0e0dd720b011,https://fs.amplifi.io//file?id=4dafb125-9f3c-4714-8e23-5cc2c05310b0,,,,,,,
Z-40027-00000,Z-40027-00000,Bike,#N/A,RIDECAMP,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Black/Forest Green,#N/A,FALSE,40027-00000,40027-00000,40027-00001,40027-00002,40027-00003,40027-00004,,,,,,,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=6cfa20cd-7adf-4938-8909-c2b4ddc470e6,https://fs.amplifi.io//file?id=6cfa20cd-7adf-4938-8909-c2b4ddc470e6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=6cfa20cd-7adf-4938-8909-c2b4ddc470e6,https://fs.amplifi.io//file?id=9fa0f485-67dd-4631-896a-c3035658aef8,https://fs.amplifi.io//file?id=26a937d2-ec3d-4e20-a99b-1d095c6386b9,https://fs.amplifi.io//file?id=bf57301b-fa7a-415b-a249-af0412010c8f,,,,,,,
Z-40027-00005,Z-40027-00005,Bike,#N/A,RIDECAMP,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,,Black/Charcoal,#N/A,TRUE,40027-00005,40027-00005,40027-00006,40027-00007,40027-00008,40027-00009,,,,,,,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=ba2cb706-de90-4ba7-884c-980e2d3455c2,https://fs.amplifi.io//file?id=ba2cb706-de90-4ba7-884c-980e2d3455c2&variant=thumb&extension=png,https://fs.amplifi.io//file?id=ba2cb706-de90-4ba7-884c-980e2d3455c2,https://fs.amplifi.io//file?id=53e185f6-771b-4b17-9333-680ee936043c,https://fs.amplifi.io//file?id=262058b2-3459-4d16-9285-3aca8291e53e,,,,,,,,
